mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,31,75,(2;1;1),(0;0;7),15,90,90.0,30.0 + 15.0 + 30.0
2,1,reshuffle,53,75,(2;1;2),(0;0;6),45,120,120.0,30.0 + 15.0 + 30.0
3,2,target,75,75,(2;1;3),WS 2 (Port 1),75,175,175.0,30.0 + 30.0 + 30.0 + 10.0
4,0,return,75,75,WS 2 (Port 1),(0;0;5),177,252,252.0,30.0 + 15.0 + 30.0
5,1,target,157,157,(4;7;1),WS 2 (Port 1),175,315,315.0,30.0 + 70.0 + 30.0 + 10.0
6,0,return,157,157,WS 2 (Port 1),(0;0;4),317,392,392.0,30.0 + 15.0 + 30.0
7,2,target,158,158,(4;6;1),WS 2 (Port 1),230,365,365.0,30.0 + 65.0 + 30.0 + 10.0
8,1,return,158,158,WS 2 (Port 1),(0;0;3),373,448,448.0,30.0 + 15.0 + 30.0
9,2,target,159,159,(4;5;1),WS 2 (Port 1),415,545,545.0,30.0 + 60.0 + 30.0 + 10.0
10,0,return,159,159,WS 2 (Port 1),(0;0;2),553,628,628.0,30.0 + 15.0 + 30.0
11,1,target,160,160,(4;4;1),WS 2 (Port 1),488,613,613.0,30.0 + 55.0 + 30.0 + 10.0
12,1,return,160,160,WS 2 (Port 1),(0;0;1),621,696,696.0,30.0 + 15.0 + 30.0
13,2,target,161,161,(4;3;1),WS 2 (Port 1),585,705,705.0,30.0 + 50.0 + 30.0 + 10.0
14,0,return,161,161,WS 2 (Port 1),(0;0;0),709,784,784.0,30.0 + 15.0 + 30.0
