mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,159,159,(4;5;1),WS 2 (Port 1),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
2,0,return,159,159,WS 2 (Port 1),(0;0;7),183,258,258.0,30.0 + 15.0 + 30.0
3,1,target,158,158,(4;6;1),WS 2 (Port 2),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
4,1,return,158,158,WS 2 (Port 2),(0;0;6),193,288,288.0,30.0 + 35.0 + 30.0
5,2,target,157,157,(4;7;1),WS 2 (Port 3),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
6,2,return,157,157,WS 2 (Port 3),(0;0;5),197,318,318.0,30.0 + 61.0 + 30.0
7,0,target,24,24,(2;8;1),WS 1 (Port 1),308,438,438.0,30.0 + 60.0 + 30.0 + 10.0
8,0,return,24,24,WS 1 (Port 1),(0;0;4),460,530,530.0,30.0 + 10.0 + 30.0
9,1,target,160,160,(4;4;1),WS 2 (Port 1),328,453,453.0,30.0 + 55.0 + 30.0 + 10.0
10,1,return,160,160,WS 2 (Port 1),(0;0;3),455,560,560.0,30.0 + 45.0 + 30.0
