mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,368,73,(2;2;0),(0;2;4),20,90,90.0,30.0 + 10.0 + 30.0
2,1,target,73,73,(2;2;1),WS 1 (Port 1),50,150,150.0,30.0 + 30.0 + 30.0 + 10.0
3,0,return,73,73,WS 1 (Port 1),(1;0;1),152,227,227.0,30.0 + 15.0 + 30.0
4,2,target,87,87,(4;3;0),WS 1 (Port 2),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
5,1,return,87,87,WS 1 (Port 2),(1;0;0),156,257,257.0,30.0 + 41.0 + 30.0
6,2,target,357,357,(3;7;5),WS 1 (Port 1),200,330,330.0,30.0 + 60.0 + 30.0 + 10.0
7,0,return,357,357,WS 1 (Port 1),(0;2;3),336,416,416.0,30.0 + 20.0 + 30.0
8,1,target,22,22,(5;1;4),WS 1 (Port 1),282,392,392.0,30.0 + 40.0 + 30.0 + 10.0
9,1,return,22,22,WS 1 (Port 1),(0;2;2),398,478,478.0,30.0 + 20.0 + 30.0
10,2,target,23,23,(4;5;0),WS 1 (Port 1),375,500,500.0,30.0 + 55.0 + 30.0 + 10.0
11,0,return,23,23,WS 1 (Port 1),(0;2;1),512,592,592.0,30.0 + 20.0 + 30.0
12,1,target,57,57,(4;7;1),WS 1 (Port 1),523,658,658.0,30.0 + 65.0 + 30.0 + 10.0
13,0,return,57,57,WS 1 (Port 1),(0;2;0),664,744,744.0,30.0 + 20.0 + 30.0
14,2,target,71,71,(2;10;5),WS 1 (Port 2),560,700,700.0,30.0 + 70.0 + 30.0 + 10.0
15,1,return,71,71,WS 1 (Port 2),(1;1;2),706,786,786.0,30.0 + 20.0 + 30.0
