mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,44,63,(2;1;2),(0;2;4),15,90,90.0,30.0 + 15.0 + 30.0
2,1,target,63,63,(2;1;3),WS 2 (Port 1),45,145,145.0,30.0 + 30.0 + 30.0 + 10.0
3,0,return,63,63,WS 2 (Port 1),(1;0;1),151,231,231.0,30.0 + 20.0 + 30.0
4,2,target,56,56,(0;0;0),WS 2 (Port 2),0,85,85.0,30.0 + 15.0 + 30.0 + 10.0
5,2,return,56,56,WS 2 (Port 2),(0;0;0),97,172,172.0,30.0 + 15.0 + 30.0
6,1,target,57,57,(4;7;1),WS 2 (Port 1),205,345,345.0,30.0 + 70.0 + 30.0 + 10.0
7,0,return,57,57,WS 2 (Port 1),(1;0;0),353,433,433.0,30.0 + 20.0 + 30.0
8,2,target,59,59,(4;0;6),WS 2 (Port 2),192,297,297.0,30.0 + 35.0 + 30.0 + 10.0
9,2,return,59,59,WS 2 (Port 2),(0;2;3),305,390,390.0,30.0 + 25.0 + 30.0
10,1,target,286,286,(0;9;5),WS 2 (Port 1),395,525,525.0,30.0 + 60.0 + 30.0 + 10.0
11,0,return,286,286,WS 2 (Port 1),(0;2;2),527,612,612.0,30.0 + 25.0 + 30.0
