mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,13,13,(3;0;0),WS 1 (Port 1),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,13,13,WS 1 (Port 1),(1;0;1),114,189,189.0,30.0 + 15.0 + 30.0
3,1,target,16,16,(4;2;0),WS 1 (Port 2),30,140,140.0,30.0 + 40.0 + 30.0 + 10.0
4,1,return,16,16,WS 1 (Port 2),(1;0;0),144,219,219.0,30.0 + 15.0 + 30.0
5,2,target,23,23,(4;5;0),WS 1 (Port 1),45,170,170.0,30.0 + 55.0 + 30.0 + 10.0
6,2,return,23,23,WS 1 (Port 1),(0;2;4),172,252,252.0,30.0 + 20.0 + 30.0
7,0,target,79,79,(2;0;1),WS 1 (Port 1),194,284,284.0,30.0 + 20.0 + 30.0 + 10.0
8,0,return,79,79,WS 1 (Port 1),(0;2;3),286,366,366.0,30.0 + 20.0 + 30.0
9,1,target,189,189,(0;5;0),WS 1 (Port 1),249,354,354.0,30.0 + 35.0 + 30.0 + 10.0
10,1,return,189,189,WS 1 (Port 1),(0;2;2),358,438,438.0,30.0 + 20.0 + 30.0
