mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,31,0,(3;3;1),(0;0;5),30,120,120.0,30.0 + 30.0 + 30.0
2,1,target,0,0,(3;3;2),WS 1 (Port 1),60,170,170.0,30.0 + 40.0 + 30.0 + 10.0
3,0,return,0,0,WS 1 (Port 1),(0;0;4),172,242,242.0,30.0 + 10.0 + 30.0
4,2,target,75,75,(1;3;2),WS 1 (Port 2),20,120,120.0,30.0 + 30.0 + 30.0 + 10.0
5,1,return,75,75,WS 1 (Port 2),(0;0;3),160,272,272.0,30.0 + 52.0 + 30.0
6,2,reshuffle,63,10,(2;2;2),(0;0;2),140,302,302.0,30.0 + 102.0 + 30.0
7,0,reshuffle,41,10,(2;2;3),(0;0;1),262,342,342.0,30.0 + 20.0 + 30.0
8,1,target,10,10,(2;2;4),WS 1 (Port 1),292,392,392.0,30.0 + 30.0 + 30.0 + 10.0
9,0,return,10,10,WS 1 (Port 1),(0;0;0),394,464,464.0,30.0 + 10.0 + 30.0
10,2,target,76,76,(1;4;2),WS 1 (Port 2),327,432,432.0,30.0 + 35.0 + 30.0 + 10.0
11,1,return,76,76,WS 1 (Port 2),(0;1;5),440,515,515.0,30.0 + 15.0 + 30.0
