mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,36,36,(1;9;0),WS 1 (Port 1),50,180,180.0,30.0 + 60.0 + 30.0 + 10.0
2,0,return,36,36,WS 1 (Port 1),(1;0;1),184,259,259.0,30.0 + 15.0 + 30.0
3,1,target,59,59,(4;0;6),WS 1 (Port 2),20,120,120.0,30.0 + 30.0 + 30.0 + 10.0
4,1,return,59,59,WS 1 (Port 2),(1;0;0),124,289,289.0,30.0 + 105.0 + 30.0
5,2,target,79,79,(2;0;1),WS 1 (Port 3),10,100,100.0,30.0 + 20.0 + 30.0 + 10.0
6,2,return,79,79,WS 1 (Port 3),(0;2;4),104,184,184.0,30.0 + 20.0 + 30.0
7,2,target,101,101,(1;8;1),WS 1 (Port 1),219,344,344.0,30.0 + 55.0 + 30.0 + 10.0
8,0,return,101,101,WS 1 (Port 1),(0;2;3),356,436,436.0,30.0 + 20.0 + 30.0
9,1,target,255,255,(0;1;0),WS 1 (Port 2),299,384,384.0,30.0 + 15.0 + 30.0 + 10.0
10,1,return,255,255,WS 1 (Port 2),(0;1;0),388,463,463.0,30.0 + 15.0 + 30.0
11,2,target,279,279,(4;9;0),WS 1 (Port 1),409,554,554.0,30.0 + 75.0 + 30.0 + 10.0
12,0,return,279,279,WS 1 (Port 1),(0;2;2),558,638,638.0,30.0 + 20.0 + 30.0
