mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,16,16,(4;2;0),WS 2 (Port 1),30,145,145.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,16,16,WS 2 (Port 1),(1;0;1),147,227,227.0,30.0 + 20.0 + 30.0
3,1,target,40,40,(1;1;3),WS 2 (Port 2),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
4,1,return,40,40,WS 2 (Port 2),(1;0;0),107,257,257.0,30.0 + 90.0 + 30.0
5,2,target,56,56,(0;0;0),WS 2 (Port 3),0,85,85.0,30.0 + 15.0 + 30.0 + 10.0
6,2,return,56,56,WS 2 (Port 3),(0;0;0),87,162,162.0,30.0 + 15.0 + 30.0
7,2,target,78,78,(1;1;4),WS 2 (Port 1),172,267,267.0,30.0 + 25.0 + 30.0 + 10.0
8,0,return,78,78,WS 2 (Port 1),(0;2;4),269,354,354.0,30.0 + 25.0 + 30.0
9,1,target,79,79,(2;0;1),WS 2 (Port 1),262,357,357.0,30.0 + 25.0 + 30.0 + 10.0
10,1,return,79,79,WS 2 (Port 1),(0;2;3),363,448,448.0,30.0 + 25.0 + 30.0
11,2,target,274,274,(3;8;1),WS 2 (Port 1),327,467,467.0,30.0 + 70.0 + 30.0 + 10.0
12,0,return,274,274,WS 2 (Port 1),(0;2;2),469,554,554.0,30.0 + 25.0 + 30.0
13,1,target,275,275,(0;4;0),WS 2 (Port 1),458,563,563.0,30.0 + 35.0 + 30.0 + 10.0
14,1,return,275,275,WS 2 (Port 1),(0;2;1),565,650,650.0,30.0 + 25.0 + 30.0
15,2,target,346,346,(2;8;3),WS 2 (Port 1),522,657,657.0,30.0 + 65.0 + 30.0 + 10.0
16,0,return,346,346,WS 2 (Port 1),(0;2;0),659,744,744.0,30.0 + 25.0 + 30.0
