mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,78,56,(1;6;2),(0;0;5),35,130,130.0,30.0 + 35.0 + 30.0
2,1,target,56,56,(1;6;3),WS 2 (Port 1),65,185,185.0,30.0 + 50.0 + 30.0 + 10.0
3,0,return,56,56,WS 2 (Port 1),(0;0;4),189,264,264.0,30.0 + 15.0 + 30.0
4,2,reshuffle,79,57,(1;7;2),(0;0;3),40,294,294.0,30.0 + 194.0 + 30.0
5,1,target,57,57,(1;7;3),WS 2 (Port 1),230,355,355.0,30.0 + 55.0 + 30.0 + 10.0
6,0,return,57,57,WS 2 (Port 1),(0;0;2),359,434,434.0,30.0 + 15.0 + 30.0
7,2,target,75,75,(1;3;2),WS 2 (Port 1),314,419,419.0,30.0 + 35.0 + 30.0 + 10.0
8,0,return,75,75,WS 2 (Port 1),(0;0;1),519,594,594.0,30.0 + 15.0 + 30.0
9,1,reshuffle,63,10,(2;2;2),(0;0;0),380,624,624.0,30.0 + 184.0 + 30.0
10,2,reshuffle,41,10,(2;2;3),(0;1;5),444,519,519.0,30.0 + 15.0 + 30.0
11,2,target,10,10,(2;2;4),WS 2 (Port 1),534,639,639.0,30.0 + 35.0 + 30.0 + 10.0
12,0,return,10,10,WS 2 (Port 1),(0;1;4),655,735,735.0,30.0 + 20.0 + 30.0
