mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,140,338,(0;10;1),(0;2;4),50,150,150.0,30.0 + 40.0 + 30.0
2,1,target,338,338,(0;10;2),WS 2 (Port 1),80,215,215.0,30.0 + 65.0 + 30.0 + 10.0
3,0,return,338,338,WS 2 (Port 1),(1;0;1),219,299,299.0,30.0 + 20.0 + 30.0
4,2,target,87,87,(4;3;0),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
5,1,return,87,87,WS 1 (Port 1),(1;0;0),210,329,329.0,30.0 + 59.0 + 30.0
6,2,target,135,135,(5;6;1),WS 1 (Port 1),205,340,340.0,30.0 + 65.0 + 30.0 + 10.0
7,0,return,135,135,WS 1 (Port 1),(0;2;3),352,432,432.0,30.0 + 20.0 + 30.0
8,1,reshuffle,150,35,(1;4;0),(0;2;2),349,462,462.0,30.0 + 53.0 + 30.0
9,2,target,35,35,(1;4;1),WS 2 (Port 1),379,489,489.0,30.0 + 40.0 + 30.0 + 10.0
10,0,return,35,35,WS 2 (Port 1),(0;2;1),505,590,590.0,30.0 + 25.0 + 30.0
