mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,79,57,(1;7;2),(0;0;5),40,140,140.0,30.0 + 40.0 + 30.0
2,1,target,57,57,(1;7;3),WS 1 (Port 1),70,190,190.0,30.0 + 50.0 + 30.0 + 10.0
3,0,return,57,57,WS 1 (Port 1),(0;0;4),198,268,268.0,30.0 + 10.0 + 30.0
4,2,target,58,58,(1;8;3),WS 1 (Port 2),45,170,170.0,30.0 + 55.0 + 30.0 + 10.0
5,1,return,58,58,WS 1 (Port 2),(0;0;3),180,298,298.0,30.0 + 58.0 + 30.0
6,2,target,59,59,(1;9;3),WS 1 (Port 1),220,350,350.0,30.0 + 60.0 + 30.0 + 10.0
7,0,return,59,59,WS 1 (Port 1),(0;0;2),358,428,428.0,30.0 + 10.0 + 30.0
8,1,target,61,61,(2;0;2),WS 1 (Port 1),308,398,398.0,30.0 + 20.0 + 30.0 + 10.0
9,1,return,61,61,WS 1 (Port 1),(0;0;1),406,476,476.0,30.0 + 10.0 + 30.0
10,2,target,69,69,(2;8;2),WS 1 (Port 1),400,530,530.0,30.0 + 60.0 + 30.0 + 10.0
11,0,return,69,69,WS 1 (Port 1),(0;0;0),538,608,608.0,30.0 + 10.0 + 30.0
12,1,target,71,71,(2;10;2),WS 1 (Port 1),536,676,676.0,30.0 + 70.0 + 30.0 + 10.0
13,0,return,71,71,WS 1 (Port 1),(0;1;5),684,759,759.0,30.0 + 15.0 + 30.0
14,2,target,73,73,(1;1;2),WS 1 (Port 2),540,630,630.0,30.0 + 20.0 + 30.0 + 10.0
15,1,return,73,73,WS 1 (Port 2),(0;1;4),666,789,789.0,30.0 + 63.0 + 30.0
