mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,13,79,(1;8;1),(0;0;7),45,150,150.0,30.0 + 45.0 + 30.0
2,1,reshuffle,35,79,(1;8;2),(0;0;6),75,180,180.0,30.0 + 45.0 + 30.0
3,2,reshuffle,57,79,(1;8;3),(0;0;5),105,210,210.0,30.0 + 45.0 + 30.0
4,0,target,79,79,(1;8;4),WS 2 (Port 1),195,325,325.0,30.0 + 60.0 + 30.0 + 10.0
5,0,return,79,79,WS 2 (Port 1),(0;0;4),327,402,402.0,30.0 + 15.0 + 30.0
6,1,target,160,160,(4;4;1),WS 2 (Port 2),220,345,345.0,30.0 + 55.0 + 30.0 + 10.0
7,1,return,160,160,WS 2 (Port 2),(0;0;3),353,432,432.0,30.0 + 19.0 + 30.0
8,2,target,161,161,(4;3;1),WS 2 (Port 3),245,365,365.0,30.0 + 50.0 + 30.0 + 10.0
9,2,return,161,161,WS 2 (Port 3),(0;0;2),373,462,462.0,30.0 + 29.0 + 30.0
10,0,target,162,162,(4;2;1),WS 2 (Port 1),432,547,547.0,30.0 + 45.0 + 30.0 + 10.0
11,0,return,162,162,WS 2 (Port 1),(0;0;1),553,628,628.0,30.0 + 15.0 + 30.0
12,1,target,164,164,(4;0;1),WS 2 (Port 2),452,557,557.0,30.0 + 35.0 + 30.0 + 10.0
13,1,return,164,164,WS 2 (Port 2),(0;0;0),565,658,658.0,30.0 + 33.0 + 30.0
