mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,134,1,(1;3;5),(0;2;4),20,90,90.0,30.0 + 10.0 + 30.0
2,1,target,1,1,(1;3;6),WS 2 (Port 1),50,155,155.0,30.0 + 35.0 + 30.0 + 10.0
3,0,return,1,1,WS 2 (Port 1),(1;0;1),163,243,243.0,30.0 + 20.0 + 30.0
4,2,reshuffle,134,8,(0;2;4),(0;3;2),100,165,165.0,30.0 + 5.0 + 30.0
5,1,reshuffle,302,8,(0;2;5),(0;3;1),170,235,235.0,30.0 + 5.0 + 30.0
6,2,target,8,8,(0;2;6),WS 2 (Port 1),200,295,295.0,30.0 + 25.0 + 30.0 + 10.0
7,0,return,8,8,WS 2 (Port 1),(1;0;0),301,381,381.0,30.0 + 20.0 + 30.0
8,1,reshuffle,274,18,(3;8;1),(0;2;6),275,380,380.0,30.0 + 45.0 + 30.0
9,2,reshuffle,384,18,(3;8;2),(0;2;5),355,460,460.0,30.0 + 45.0 + 30.0
10,1,reshuffle,265,18,(3;8;3),(0;2;4),425,530,530.0,30.0 + 45.0 + 30.0
11,0,reshuffle,141,18,(3;8;4),(0;2;3),455,560,560.0,30.0 + 45.0 + 30.0
12,2,target,18,18,(3;8;5),WS 2 (Port 1),505,645,645.0,30.0 + 70.0 + 30.0 + 10.0
13,0,return,18,18,WS 2 (Port 1),(0;2;2),649,734,734.0,30.0 + 25.0 + 30.0
14,1,reshuffle,110,19,(3;3;2),(0;2;1),550,764,764.0,30.0 + 154.0 + 30.0
15,2,reshuffle,364,19,(3;3;3),(0;2;0),680,794,794.0,30.0 + 54.0 + 30.0
16,0,reshuffle,129,19,(3;3;4),(0;3;0),754,829,829.0,30.0 + 15.0 + 30.0
17,1,reshuffle,330,19,(3;3;5),(0;6;6),784,874,874.0,30.0 + 30.0 + 30.0
18,2,target,19,19,(3;3;6),WS 2 (Port 1),814,929,929.0,30.0 + 45.0 + 30.0 + 10.0
19,0,return,19,19,WS 2 (Port 1),(1;1;2),933,1018,1018.0,30.0 + 25.0 + 30.0
20,1,reshuffle,8,26,(1;0;0),(0;6;5),909,1004,1004.0,30.0 + 35.0 + 30.0
21,2,reshuffle,1,26,(1;0;1),(0;6;4),939,1034,1034.0,30.0 + 35.0 + 30.0
22,0,reshuffle,166,26,(1;0;2),(0;6;3),1023,1118,1118.0,30.0 + 35.0 + 30.0
23,1,reshuffle,260,26,(1;0;3),(0;6;2),1053,1148,1148.0,30.0 + 35.0 + 30.0
24,2,reshuffle,215,26,(1;0;4),(0;6;1),1083,1178,1178.0,30.0 + 35.0 + 30.0
25,0,reshuffle,225,26,(1;0;5),(0;6;0),1153,1248,1248.0,30.0 + 35.0 + 30.0
26,1,reshuffle,370,26,(1;0;6),(0;7;2),1183,1283,1283.0,30.0 + 40.0 + 30.0
27,2,target,26,26,(1;0;7),WS 2 (Port 1),1213,1303,1303.0,30.0 + 20.0 + 30.0 + 10.0
28,0,return,26,26,WS 2 (Port 1),(1;0;7),1305,1385,1385.0,30.0 + 20.0 + 30.0
