mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,30,118,(2;2;1),(0;0;7),20,100,100.0,30.0 + 20.0 + 30.0
2,1,reshuffle,52,118,(2;2;2),(0;0;6),50,130,130.0,30.0 + 20.0 + 30.0
3,2,reshuffle,74,118,(2;2;3),(0;0;5),80,160,160.0,30.0 + 20.0 + 30.0
4,0,reshuffle,96,118,(2;2;4),(0;0;4),120,200,200.0,30.0 + 20.0 + 30.0
5,1,target,118,118,(2;2;5),WS 1 (Port 1),150,250,250.0,30.0 + 30.0 + 30.0 + 10.0
6,0,return,118,118,WS 1 (Port 1),(0;0;3),256,326,326.0,30.0 + 10.0 + 30.0
7,2,reshuffle,16,126,(1;5;1),(0;0;2),190,356,356.0,30.0 + 106.0 + 30.0
8,1,reshuffle,38,126,(1;5;2),(0;0;1),280,386,386.0,30.0 + 46.0 + 30.0
9,0,reshuffle,60,126,(1;5;3),(0;0;0),356,446,446.0,30.0 + 30.0 + 30.0
10,2,reshuffle,82,126,(1;5;4),(0;1;7),386,471,471.0,30.0 + 25.0 + 30.0
11,1,reshuffle,104,126,(1;5;5),(0;1;6),416,501,501.0,30.0 + 25.0 + 30.0
12,0,target,126,126,(1;5;6),WS 1 (Port 1),476,586,586.0,30.0 + 40.0 + 30.0 + 10.0
13,0,return,126,126,WS 1 (Port 1),(0;1;5),590,665,665.0,30.0 + 15.0 + 30.0
14,2,target,0,0,(5;10;0),WS 1 (Port 1),541,696,696.0,30.0 + 85.0 + 30.0 + 10.0
15,0,return,0,0,WS 1 (Port 1),(0;1;4),706,781,781.0,30.0 + 15.0 + 30.0
16,1,target,27,27,(2;5;1),WS 1 (Port 2),531,646,646.0,30.0 + 45.0 + 30.0 + 10.0
17,1,return,27,27,WS 1 (Port 2),(0;1;3),650,811,811.0,30.0 + 101.0 + 30.0
18,2,reshuffle,31,119,(2;1;1),(0;1;2),711,841,841.0,30.0 + 70.0 + 30.0
19,0,reshuffle,53,119,(2;1;2),(0;1;1),791,871,871.0,30.0 + 20.0 + 30.0
20,1,reshuffle,75,119,(2;1;3),(0;1;0),821,901,901.0,30.0 + 20.0 + 30.0
21,2,reshuffle,97,119,(2;1;4),(0;2;7),851,926,926.0,30.0 + 15.0 + 30.0
22,0,target,119,119,(2;1;5),WS 1 (Port 1),881,976,976.0,30.0 + 25.0 + 30.0 + 10.0
23,0,return,119,119,WS 1 (Port 1),(1;0;0),992,1067,1067.0,30.0 + 15.0 + 30.0
