mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,44,44,(2;1;2),WS 1 (Port 1),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,44,44,WS 1 (Port 1),(1;0;1),118,193,193.0,30.0 + 15.0 + 30.0
3,1,target,56,56,(0;0;0),WS 1 (Port 2),0,80,80.0,30.0 + 10.0 + 30.0 + 10.0
4,1,return,56,56,WS 1 (Port 2),(0;0;0),88,158,158.0,30.0 + 10.0 + 30.0
5,2,target,71,71,(2;10;5),WS 1 (Port 1),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
6,0,return,71,71,WS 1 (Port 1),(1;0;0),216,291,291.0,30.0 + 15.0 + 30.0
7,1,target,134,134,(1;3;5),WS 1 (Port 1),178,278,278.0,30.0 + 30.0 + 30.0 + 10.0
8,1,return,134,134,WS 1 (Port 1),(0;2;4),294,374,374.0,30.0 + 20.0 + 30.0
9,2,target,150,150,(1;4;0),WS 1 (Port 2),225,330,330.0,30.0 + 35.0 + 30.0 + 10.0
10,0,return,150,150,WS 1 (Port 2),(0;2;3),338,418,418.0,30.0 + 20.0 + 30.0
11,2,target,193,193,(1;5;0),WS 1 (Port 1),360,470,470.0,30.0 + 40.0 + 30.0 + 10.0
12,0,return,193,193,WS 1 (Port 1),(0;2;2),478,558,558.0,30.0 + 20.0 + 30.0
13,1,target,234,234,(0;7;3),WS 1 (Port 2),399,514,514.0,30.0 + 45.0 + 30.0 + 10.0
14,1,return,234,234,WS 1 (Port 2),(0;2;1),522,602,602.0,30.0 + 20.0 + 30.0
15,2,target,273,273,(3;10;0),WS 1 (Port 1),535,680,680.0,30.0 + 75.0 + 30.0 + 10.0
16,0,return,273,273,WS 1 (Port 1),(0;2;0),688,768,768.0,30.0 + 20.0 + 30.0
