mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,46,191,(5;9;4),(0;2;4),70,190,190.0,30.0 + 60.0 + 30.0
2,1,reshuffle,261,191,(5;9;5),(0;2;3),100,220,220.0,30.0 + 60.0 + 30.0
3,2,target,191,191,(5;9;6),WS 1 (Port 1),130,280,280.0,30.0 + 80.0 + 30.0 + 10.0
4,0,return,191,191,WS 1 (Port 1),(1;0;1),300,375,375.0,30.0 + 15.0 + 30.0
5,1,target,101,101,(1;8;1),WS 1 (Port 1),255,380,380.0,30.0 + 55.0 + 30.0 + 10.0
6,0,return,101,101,WS 1 (Port 1),(1;0;0),410,485,485.0,30.0 + 15.0 + 30.0
7,2,target,114,114,(4;10;1),WS 1 (Port 1),350,500,500.0,30.0 + 80.0 + 30.0 + 10.0
8,0,return,114,114,WS 1 (Port 1),(0;2;2),504,584,584.0,30.0 + 20.0 + 30.0
9,1,target,239,239,(5;10;3),WS 1 (Port 1),455,610,610.0,30.0 + 85.0 + 30.0 + 10.0
10,0,return,239,239,WS 1 (Port 1),(0;2;1),614,694,694.0,30.0 + 20.0 + 30.0
11,2,target,255,255,(0;1;0),WS 1 (Port 2),505,590,590.0,30.0 + 15.0 + 30.0 + 10.0
12,2,return,255,255,WS 1 (Port 2),(0;1;0),598,673,673.0,30.0 + 15.0 + 30.0
