mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,13,79,(1;8;1),(0;0;7),45,150,150.0,30.0 + 45.0 + 30.0
2,1,reshuffle,35,79,(1;8;2),(0;0;6),75,180,180.0,30.0 + 45.0 + 30.0
3,2,reshuffle,57,79,(1;8;3),(0;0;5),105,210,210.0,30.0 + 45.0 + 30.0
4,0,target,79,79,(1;8;4),WS 1 (Port 1),195,320,320.0,30.0 + 55.0 + 30.0 + 10.0
5,0,return,79,79,WS 1 (Port 1),(0;0;4),328,398,398.0,30.0 + 10.0 + 30.0
6,1,target,27,27,(2;5;1),WS 1 (Port 2),215,330,330.0,30.0 + 45.0 + 30.0 + 10.0
7,1,return,27,27,WS 1 (Port 2),(0;0;3),342,428,428.0,30.0 + 26.0 + 30.0
8,2,target,24,24,(2;8;1),WS 1 (Port 1),260,390,390.0,30.0 + 60.0 + 30.0 + 10.0
9,2,return,24,24,WS 1 (Port 1),(0;0;2),392,462,462.0,30.0 + 10.0 + 30.0
10,0,target,11,11,(1;10;1),WS 1 (Port 1),453,588,588.0,30.0 + 65.0 + 30.0 + 10.0
11,0,return,11,11,WS 1 (Port 1),(0;0;1),594,664,664.0,30.0 + 10.0 + 30.0
12,1,target,10,10,(5;0;0),WS 1 (Port 2),453,558,558.0,30.0 + 35.0 + 30.0 + 10.0
13,1,return,10,10,WS 1 (Port 2),(0;0;0),582,694,694.0,30.0 + 52.0 + 30.0
