mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,75,75,(1;3;2),WS 1 (Port 1),20,120,120.0,30.0 + 30.0 + 30.0 + 10.0
2,0,return,75,75,WS 1 (Port 1),(0;0;5),128,198,198.0,30.0 + 10.0 + 30.0
3,1,target,76,76,(1;4;2),WS 1 (Port 2),25,130,130.0,30.0 + 35.0 + 30.0 + 10.0
4,1,return,76,76,WS 1 (Port 2),(0;0;4),138,228,228.0,30.0 + 30.0 + 30.0
5,2,reshuffle,63,195,(2;2;2),(0;0;3),20,258,258.0,30.0 + 178.0 + 30.0
6,0,reshuffle,41,195,(2;2;3),(0;0;2),218,298,298.0,30.0 + 20.0 + 30.0
7,1,reshuffle,10,195,(2;2;4),(0;0;1),248,328,328.0,30.0 + 20.0 + 30.0
8,2,reshuffle,341,195,(2;2;5),(0;0;0),278,358,358.0,30.0 + 20.0 + 30.0
9,0,target,195,195,(2;2;6),WS 1 (Port 1),318,418,418.0,30.0 + 30.0 + 30.0 + 10.0
10,0,return,195,195,WS 1 (Port 1),(0;1;5),436,511,511.0,30.0 + 15.0 + 30.0
11,1,reshuffle,65,12,(2;4;2),(0;1;4),358,541,541.0,30.0 + 123.0 + 30.0
12,2,reshuffle,43,12,(2;4;3),(0;1;3),388,571,571.0,30.0 + 123.0 + 30.0
13,0,target,12,12,(2;4;4),WS 1 (Port 1),536,646,646.0,30.0 + 40.0 + 30.0 + 10.0
14,0,return,12,12,WS 1 (Port 1),(0;1;2),670,745,745.0,30.0 + 15.0 + 30.0
