mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,61,193,(2;0;2),(0;0;5),10,80,80.0,30.0 + 10.0 + 30.0
2,1,reshuffle,39,193,(2;0;3),(0;0;4),40,110,110.0,30.0 + 10.0 + 30.0
3,2,reshuffle,8,193,(2;0;4),(0;0;3),70,140,140.0,30.0 + 10.0 + 30.0
4,0,reshuffle,339,193,(2;0;5),(0;0;2),100,170,170.0,30.0 + 10.0 + 30.0
5,1,target,193,193,(2;0;6),WS 1 (Port 1),130,220,220.0,30.0 + 20.0 + 30.0 + 10.0
6,0,return,193,193,WS 1 (Port 1),(0;0;1),228,298,298.0,30.0 + 10.0 + 30.0
7,2,reshuffle,392,180,(4;9;1),(0;0;0),205,330,330.0,30.0 + 65.0 + 30.0
8,1,reshuffle,326,180,(4;9;2),(0;1;5),285,405,405.0,30.0 + 60.0 + 30.0
9,0,reshuffle,235,180,(4;9;3),(0;1;4),363,483,483.0,30.0 + 60.0 + 30.0
10,2,target,180,180,(4;9;4),WS 1 (Port 1),395,540,540.0,30.0 + 75.0 + 30.0 + 10.0
11,0,return,180,180,WS 1 (Port 1),(0;1;3),548,623,623.0,30.0 + 15.0 + 30.0
12,1,reshuffle,387,128,(4;4;1),(0;1;2),440,653,653.0,30.0 + 153.0 + 30.0
13,2,reshuffle,321,128,(4;4;2),(0;1;1),580,683,683.0,30.0 + 43.0 + 30.0
14,0,reshuffle,230,128,(4;4;3),(0;1;0),658,753,753.0,30.0 + 35.0 + 30.0
15,1,reshuffle,175,128,(4;4;4),(0;2;5),688,778,778.0,30.0 + 30.0 + 30.0
16,2,target,128,128,(4;4;5),WS 1 (Port 1),718,838,838.0,30.0 + 50.0 + 30.0 + 10.0
17,0,return,128,128,WS 1 (Port 1),(1;0;1),840,915,915.0,30.0 + 15.0 + 30.0
