mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,27,27,(2;5;1),WS 2 (Port 1),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
2,0,return,27,27,WS 2 (Port 1),(0;0;7),163,238,238.0,30.0 + 15.0 + 30.0
3,1,target,160,160,(4;4;1),WS 2 (Port 2),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
4,1,return,160,160,WS 2 (Port 2),(0;0;6),173,268,268.0,30.0 + 35.0 + 30.0
5,2,target,161,161,(4;3;1),WS 2 (Port 3),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
6,2,return,161,161,WS 2 (Port 3),(0;0;5),163,298,298.0,30.0 + 75.0 + 30.0
7,0,target,162,162,(4;2;1),WS 2 (Port 1),268,383,383.0,30.0 + 45.0 + 30.0 + 10.0
8,0,return,162,162,WS 2 (Port 1),(0;0;4),391,466,466.0,30.0 + 15.0 + 30.0
9,1,target,163,163,(4;1;1),WS 2 (Port 2),293,403,403.0,30.0 + 40.0 + 30.0 + 10.0
10,1,return,163,163,WS 2 (Port 2),(0;0;3),407,496,496.0,30.0 + 29.0 + 30.0
11,2,target,164,164,(4;0;1),WS 2 (Port 3),318,423,423.0,30.0 + 35.0 + 30.0 + 10.0
12,2,return,164,164,WS 2 (Port 3),(0;0;2),431,526,526.0,30.0 + 35.0 + 30.0
