mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,386,75,(1;2;4),(0;2;4),15,80,80.0,30.0 + 5.0 + 30.0
2,1,reshuffle,186,75,(1;2;5),(0;2;3),45,110,110.0,30.0 + 5.0 + 30.0
3,2,reshuffle,395,75,(1;2;6),(0;2;2),75,140,140.0,30.0 + 5.0 + 30.0
4,0,target,75,75,(1;2;7),WS 2 (Port 1),105,205,205.0,30.0 + 30.0 + 30.0 + 10.0
5,0,return,75,75,WS 2 (Port 1),(1;0;1),207,287,287.0,30.0 + 20.0 + 30.0
6,1,reshuffle,51,157,(5;0;2),(0;2;1),145,240,240.0,30.0 + 35.0 + 30.0
7,2,reshuffle,228,157,(5;0;3),(0;2;0),175,270,270.0,30.0 + 35.0 + 30.0
8,1,reshuffle,353,157,(5;0;4),(0;3;2),275,375,375.0,30.0 + 40.0 + 30.0
9,2,reshuffle,96,157,(5;0;5),(0;3;1),305,405,405.0,30.0 + 40.0 + 30.0
10,0,reshuffle,365,157,(5;0;6),(0;3;0),335,435,435.0,30.0 + 40.0 + 30.0
11,1,target,157,157,(5;0;7),WS 2 (Port 1),415,525,525.0,30.0 + 40.0 + 30.0 + 10.0
12,0,return,157,157,WS 2 (Port 1),(1;0;0),527,607,607.0,30.0 + 20.0 + 30.0
13,2,reshuffle,308,158,(5;8;2),(0;6;6),455,550,550.0,30.0 + 35.0 + 30.0
14,2,reshuffle,366,158,(5;8;3),(0;6;5),585,680,680.0,30.0 + 35.0 + 30.0
15,1,reshuffle,160,158,(5;8;4),(0;6;4),615,710,710.0,30.0 + 35.0 + 30.0
16,0,reshuffle,254,158,(5;8;5),(0;7;2),667,757,757.0,30.0 + 30.0 + 30.0
17,2,target,158,158,(5;8;6),WS 2 (Port 1),715,865,865.0,30.0 + 80.0 + 30.0 + 10.0
18,0,return,158,158,WS 2 (Port 1),(1;1;2),873,958,958.0,30.0 + 25.0 + 30.0
19,1,target,159,159,(5;8;7),WS 2 (Port 2),745,895,895.0,30.0 + 80.0 + 30.0 + 10.0
20,1,return,159,159,WS 2 (Port 2),(1;1;1),903,988,988.0,30.0 + 25.0 + 30.0
21,2,target,160,160,(0;6;4),WS 2 (Port 1),900,1015,1015.0,30.0 + 45.0 + 30.0 + 10.0
22,0,return,160,160,WS 2 (Port 1),(1;1;0),1023,1108,1108.0,30.0 + 25.0 + 30.0
23,1,reshuffle,47,161,(1;6;5),(0;6;4),1013,1078,1078.0,30.0 + 5.0 + 30.0
24,2,target,161,161,(1;6;6),WS 2 (Port 1),1055,1175,1175.0,30.0 + 50.0 + 30.0 + 10.0
25,0,return,161,161,WS 2 (Port 1),(2;0;0),1179,1264,1264.0,30.0 + 25.0 + 30.0
