mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,24,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,reshuffle,35,24,(1;4;1),(0;2;3),55,130,130.0,30.0 + 15.0 + 30.0
3,2,target,24,24,(1;4;2),WS 1 (Port 1),85,190,190.0,30.0 + 35.0 + 30.0 + 10.0
4,0,return,24,24,WS 1 (Port 1),(1;0;1),196,271,271.0,30.0 + 15.0 + 30.0
5,1,target,174,174,(2;3;2),WS 1 (Port 1),145,250,250.0,30.0 + 35.0 + 30.0 + 10.0
6,1,return,174,174,WS 1 (Port 1),(1;0;0),256,331,331.0,30.0 + 15.0 + 30.0
7,2,reshuffle,23,190,(4;5;0),(0;2;2),235,330,330.0,30.0 + 35.0 + 30.0
8,0,reshuffle,205,190,(4;5;1),(0;2;1),311,406,406.0,30.0 + 35.0 + 30.0
9,2,reshuffle,358,190,(4;5;2),(0;2;0),365,460,460.0,30.0 + 35.0 + 30.0
10,1,reshuffle,248,190,(4;5;3),(0;3;2),395,485,485.0,30.0 + 30.0 + 30.0
11,0,reshuffle,145,190,(4;5;4),(0;3;1),441,531,531.0,30.0 + 30.0 + 30.0
12,2,target,190,190,(4;5;5),WS 1 (Port 1),495,620,620.0,30.0 + 55.0 + 30.0 + 10.0
13,0,return,190,190,WS 1 (Port 1),(1;1;2),634,714,714.0,30.0 + 20.0 + 30.0
