mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,46,46,(5;9;4),WS 1 (Port 1),70,220,220.0,30.0 + 80.0 + 30.0 + 10.0
2,0,return,46,46,WS 1 (Port 1),(1;0;1),228,303,303.0,30.0 + 15.0 + 30.0
3,1,target,16,16,(4;2;0),WS 1 (Port 2),30,140,140.0,30.0 + 40.0 + 30.0 + 10.0
4,1,return,16,16,WS 1 (Port 2),(1;0;0),152,333,333.0,30.0 + 121.0 + 30.0
5,2,target,36,36,(1;9;0),WS 1 (Port 3),50,180,180.0,30.0 + 60.0 + 30.0 + 10.0
6,2,return,36,36,WS 1 (Port 3),(0;2;4),188,268,268.0,30.0 + 20.0 + 30.0
7,2,target,40,40,(1;1;3),WS 1 (Port 1),278,368,368.0,30.0 + 20.0 + 30.0 + 10.0
8,0,return,40,40,WS 1 (Port 1),(0;2;3),376,456,456.0,30.0 + 20.0 + 30.0
9,1,target,47,47,(1;6;5),WS 1 (Port 1),363,478,478.0,30.0 + 45.0 + 30.0 + 10.0
10,0,return,47,47,WS 1 (Port 1),(0;2;2),486,566,566.0,30.0 + 20.0 + 30.0
11,2,target,174,174,(2;3;2),WS 1 (Port 2),393,498,498.0,30.0 + 35.0 + 30.0 + 10.0
12,1,return,174,174,WS 1 (Port 2),(0;2;1),504,596,596.0,30.0 + 32.0 + 30.0
