mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,3,3,(2;5;2),WS 2 (Port 1),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
2,0,return,3,3,WS 2 (Port 1),(1;0;1),161,241,241.0,30.0 + 20.0 + 30.0
3,1,target,57,57,(4;7;1),WS 2 (Port 2),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
4,1,return,57,57,WS 2 (Port 2),(1;0;0),201,281,281.0,30.0 + 20.0 + 30.0
5,2,target,59,59,(4;0;6),WS 2 (Port 3),20,125,125.0,30.0 + 35.0 + 30.0 + 10.0
6,2,return,59,59,WS 2 (Port 3),(0;2;4),131,216,216.0,30.0 + 25.0 + 30.0
7,2,target,71,71,(2;10;5),WS 2 (Port 1),266,411,411.0,30.0 + 75.0 + 30.0 + 10.0
8,0,return,71,71,WS 2 (Port 1),(0;2;3),417,502,502.0,30.0 + 25.0 + 30.0
9,1,target,87,87,(4;3;0),WS 2 (Port 2),311,431,431.0,30.0 + 50.0 + 30.0 + 10.0
10,1,return,87,87,WS 2 (Port 2),(0;2;2),437,532,532.0,30.0 + 35.0 + 30.0
11,2,target,114,114,(4;10;1),WS 2 (Port 1),486,641,641.0,30.0 + 85.0 + 30.0 + 10.0
12,0,return,114,114,WS 2 (Port 1),(0;2;1),643,728,728.0,30.0 + 25.0 + 30.0
13,1,target,357,357,(3;7;5),WS 2 (Port 1),572,707,707.0,30.0 + 65.0 + 30.0 + 10.0
14,1,return,357,357,WS 2 (Port 1),(0;2;0),713,798,798.0,30.0 + 25.0 + 30.0
