mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,78,56,(1;6;2),(0;0;5),35,130,130.0,30.0 + 35.0 + 30.0
2,1,target,56,56,(1;6;3),WS 2 (Port 1),65,185,185.0,30.0 + 50.0 + 30.0 + 10.0
3,0,return,56,56,WS 2 (Port 1),(0;0;4),189,264,264.0,30.0 + 15.0 + 30.0
4,2,reshuffle,389,97,(4;6;1),(0;0;3),50,294,294.0,30.0 + 184.0 + 30.0
5,1,reshuffle,323,97,(4;6;2),(0;0;2),240,350,350.0,30.0 + 50.0 + 30.0
6,0,reshuffle,232,97,(4;6;3),(0;0;1),314,424,424.0,30.0 + 50.0 + 30.0
7,2,reshuffle,177,97,(4;6;4),(0;0;0),344,454,454.0,30.0 + 50.0 + 30.0
8,1,reshuffle,130,97,(4;6;5),(0;1;5),400,505,505.0,30.0 + 45.0 + 30.0
9,0,target,97,97,(4;6;6),WS 2 (Port 1),474,609,609.0,30.0 + 65.0 + 30.0 + 10.0
10,0,return,97,97,WS 2 (Port 1),(0;1;4),627,707,707.0,30.0 + 20.0 + 30.0
