mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,16,16,(4;2;0),WS 1 (Port 1),30,140,140.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,16,16,WS 1 (Port 1),(1;0;1),148,223,223.0,30.0 + 15.0 + 30.0
3,1,target,59,59,(4;0;6),WS 1 (Port 2),20,120,120.0,30.0 + 30.0 + 30.0 + 10.0
4,1,return,59,59,WS 1 (Port 2),(1;0;0),128,253,253.0,30.0 + 65.0 + 30.0
5,2,target,71,71,(2;10;5),WS 1 (Port 1),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
6,2,return,71,71,WS 1 (Port 1),(0;2;4),208,288,288.0,30.0 + 20.0 + 30.0
7,0,target,150,150,(1;4;0),WS 1 (Port 1),243,348,348.0,30.0 + 35.0 + 30.0 + 10.0
8,0,return,150,150,WS 1 (Port 1),(0;2;3),354,434,434.0,30.0 + 20.0 + 30.0
9,1,target,23,23,(4;5;0),WS 1 (Port 1),293,418,418.0,30.0 + 55.0 + 30.0 + 10.0
10,1,return,23,23,WS 1 (Port 1),(0;2;2),426,506,506.0,30.0 + 20.0 + 30.0
