mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,24,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,reshuffle,35,24,(1;4;1),(0;2;3),55,130,130.0,30.0 + 15.0 + 30.0
3,2,target,24,24,(1;4;2),WS 1 (Port 1),85,190,190.0,30.0 + 35.0 + 30.0 + 10.0
4,0,return,24,24,WS 1 (Port 1),(1;0;1),194,269,269.0,30.0 + 15.0 + 30.0
5,1,target,56,56,(0;0;0),WS 1 (Port 2),140,220,220.0,30.0 + 10.0 + 30.0 + 10.0
6,1,return,56,56,WS 1 (Port 2),(0;0;0),224,294,294.0,30.0 + 10.0 + 30.0
7,2,reshuffle,87,10,(4;3;0),(0;2;2),225,310,310.0,30.0 + 25.0 + 30.0
8,0,reshuffle,204,10,(4;3;1),(0;2;1),299,384,384.0,30.0 + 25.0 + 30.0
9,1,reshuffle,197,10,(4;3;2),(0;2;0),329,414,414.0,30.0 + 25.0 + 30.0
10,2,reshuffle,80,10,(4;3;3),(0;3;2),359,439,439.0,30.0 + 20.0 + 30.0
11,0,reshuffle,253,10,(4;3;4),(0;3;1),409,489,489.0,30.0 + 20.0 + 30.0
12,1,reshuffle,113,10,(4;3;5),(0;3;0),439,519,519.0,30.0 + 20.0 + 30.0
13,2,target,10,10,(4;3;6),WS 1 (Port 1),469,584,584.0,30.0 + 45.0 + 30.0 + 10.0
14,0,return,10,10,WS 1 (Port 1),(1;0;0),586,661,661.0,30.0 + 15.0 + 30.0
15,1,reshuffle,112,246,(3;9;0),(0;6;6),564,654,654.0,30.0 + 30.0 + 30.0
16,2,reshuffle,233,246,(3;9;1),(0;6;5),644,734,734.0,30.0 + 30.0 + 30.0
17,1,reshuffle,352,246,(3;9;2),(0;6;4),684,774,774.0,30.0 + 30.0 + 30.0
18,0,reshuffle,201,246,(3;9;3),(0;6;3),716,806,806.0,30.0 + 30.0 + 30.0
19,2,reshuffle,256,246,(3;9;4),(0;6;2),764,854,854.0,30.0 + 30.0 + 30.0
20,1,reshuffle,179,246,(3;9;5),(0;6;1),804,894,894.0,30.0 + 30.0 + 30.0
21,0,reshuffle,276,246,(3;9;6),(0;6;0),836,926,926.0,30.0 + 30.0 + 30.0
22,2,target,246,246,(3;9;7),WS 1 (Port 1),884,1024,1024.0,30.0 + 70.0 + 30.0 + 10.0
23,0,return,246,246,WS 1 (Port 1),(1;1;2),1028,1108,1108.0,30.0 + 20.0 + 30.0
24,1,reshuffle,273,195,(3;10;0),(0;7;2),929,1019,1019.0,30.0 + 30.0 + 30.0
25,1,reshuffle,323,195,(3;10;1),(0;7;1),1049,1139,1139.0,30.0 + 30.0 + 30.0
26,2,reshuffle,290,195,(3;10;2),(0;7;0),1089,1179,1179.0,30.0 + 30.0 + 30.0
27,0,target,195,195,(3;10;3),WS 1 (Port 1),1163,1308,1308.0,30.0 + 75.0 + 30.0 + 10.0
28,0,return,195,195,WS 1 (Port 1),(1;1;1),1312,1392,1392.0,30.0 + 20.0 + 30.0
29,1,reshuffle,386,75,(1;2;4),(0;8;5),1169,1264,1264.0,30.0 + 35.0 + 30.0
30,2,reshuffle,186,75,(1;2;5),(0;8;4),1209,1304,1304.0,30.0 + 35.0 + 30.0
31,1,reshuffle,395,75,(1;2;6),(0;8;3),1299,1394,1394.0,30.0 + 35.0 + 30.0
32,2,target,75,75,(1;2;7),WS 1 (Port 1),1339,1434,1434.0,30.0 + 25.0 + 30.0 + 10.0
33,0,return,75,75,WS 1 (Port 1),(1;1;0),1438,1518,1518.0,30.0 + 20.0 + 30.0
34,1,target,57,57,(4;7;1),WS 1 (Port 1),1419,1554,1554.0,30.0 + 65.0 + 30.0 + 10.0
35,0,return,57,57,WS 1 (Port 1),(1;2;7),1558,1643,1643.0,30.0 + 25.0 + 30.0
36,2,target,79,79,(2;0;1),WS 1 (Port 2),1444,1534,1534.0,30.0 + 20.0 + 30.0 + 10.0
37,2,return,79,79,WS 1 (Port 2),(2;0;1),1540,1620,1620.0,30.0 + 20.0 + 30.0
38,1,target,27,27,(5;3;0),WS 1 (Port 1),1594,1714,1714.0,30.0 + 50.0 + 30.0 + 10.0
39,0,return,27,27,WS 1 (Port 1),(2;0;0),1732,1812,1812.0,30.0 + 20.0 + 30.0
