mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,386,75,(1;2;4),(0;2;4),15,80,80.0,30.0 + 5.0 + 30.0
2,1,reshuffle,186,75,(1;2;5),(0;2;3),45,110,110.0,30.0 + 5.0 + 30.0
3,2,reshuffle,395,75,(1;2;6),(0;2;2),75,140,140.0,30.0 + 5.0 + 30.0
4,0,target,75,75,(1;2;7),WS 1 (Port 1),105,200,200.0,30.0 + 25.0 + 30.0 + 10.0
5,0,return,75,75,WS 1 (Port 1),(1;0;1),202,277,277.0,30.0 + 15.0 + 30.0
6,1,reshuffle,174,118,(2;3;2),(0;2;1),125,200,200.0,30.0 + 15.0 + 30.0
7,2,reshuffle,349,118,(2;3;3),(0;2;0),155,230,230.0,30.0 + 15.0 + 30.0
8,1,reshuffle,33,118,(2;3;4),(0;3;2),215,285,285.0,30.0 + 10.0 + 30.0
9,2,reshuffle,263,118,(2;3;5),(0;3;1),245,315,315.0,30.0 + 10.0 + 30.0
10,1,target,118,118,(2;3;6),WS 1 (Port 1),295,400,400.0,30.0 + 35.0 + 30.0 + 10.0
11,0,return,118,118,WS 1 (Port 1),(1;0;0),418,493,493.0,30.0 + 15.0 + 30.0
12,2,reshuffle,214,132,(4;8;2),(0;3;0),360,465,465.0,30.0 + 45.0 + 30.0
13,1,reshuffle,267,132,(4;8;3),(0;6;6),460,550,550.0,30.0 + 30.0 + 30.0
14,2,target,132,132,(4;8;4),WS 1 (Port 1),510,650,650.0,30.0 + 70.0 + 30.0 + 10.0
15,0,return,132,132,WS 1 (Port 1),(1;1;2),890,970,970.0,30.0 + 20.0 + 30.0
16,1,target,134,134,(1;3;5),WS 1 (Port 2),570,670,670.0,30.0 + 30.0 + 30.0 + 10.0
17,1,return,134,134,WS 1 (Port 2),(1;1;1),678,1000,1000.0,30.0 + 262.0 + 30.0
