cmd_id,order_line_id,carrier_id,quantity,create_user,create_time,update_user,update_time
5842,7738,C000053,1,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5842,7747,C000053,1,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5842,7751,C000053,1,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5842,7757,C000053,1,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5843,7772,C000071,1,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5843,7777,C000071,1,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5843,7780,C000071,2,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5844,7783,C000100,1,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5844,7786,C000100,1,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5844,7793,C000100,1,Algorithm_Experiment,2026-02-03 17:42:58.139228,Algorithm_Experiment,2026-02-03 17:42:58.139228
5845,7798,C000263,1,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5845,7804,C000263,2,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5845,7808,C000263,1,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5846,7813,C000993,1,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5846,7817,C000993,1,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5846,7826,C000993,1,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5846,7832,C000993,1,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5847,7836,C001093,1,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5847,7842,C001093,3,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5848,7856,C001362,1,Algorithm_Experiment,2026-02-03 17:43:01.643909,Algorithm_Experiment,2026-02-03 17:43:01.643909
5849,7885,C001431,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5849,7916,C001431,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5849,7945,C001431,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5849,7971,C001431,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5850,8047,C001723,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5850,8067,C001723,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5850,8079,C001723,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5850,8082,C001723,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5851,8082,C001892,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5851,8109,C001892,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5851,8247,C001892,1,Algorithm_Experiment,2026-02-03 17:43:03.675973,Algorithm_Experiment,2026-02-03 17:43:03.675973
5852,8251,C002113,1,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5852,8279,C002113,1,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5852,8286,C002113,1,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5852,8327,C002113,1,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5853,8340,C002200,1,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5853,8362,C002200,1,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5853,8408,C002200,2,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5854,8413,C002230,1,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5854,8417,C002230,3,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5855,8421,C002442,1,Algorithm_Experiment,2026-02-03 17:43:05.3405,Algorithm_Experiment,2026-02-03 17:43:05.3405
5856,8500,C002491,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5856,8536,C002491,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5856,8632,C002491,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5856,8664,C002491,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5857,8702,C002711,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5857,8717,C002711,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5857,8727,C002711,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5857,8757,C002711,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5857,8827,C002712,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5857,8867,C002712,1,Algorithm_Experiment,2026-02-03 17:43:07.38253,Algorithm_Experiment,2026-02-03 17:43:07.38253
5858,8894,C002720,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5858,8932,C002720,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5858,8948,C002720,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5858,8962,C002720,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5859,8986,C003382,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5859,8995,C003382,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5859,9124,C003382,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5859,9183,C003382,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5860,9183,C003430,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5860,9233,C003430,1,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5860,9291,C003430,2,Algorithm_Experiment,2026-02-03 17:43:08.664775,Algorithm_Experiment,2026-02-03 17:43:08.664775
5861,9467,C001362,1,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5861,9545,C001362,1,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5861,9596,C001362,1,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5862,9654,C002442,1,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5862,9701,C002442,1,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5862,9706,C002442,1,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5863,9718,C002712,1,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5864,9308,C003883,1,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5864,9394,C003883,2,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5864,9423,C003883,1,Algorithm_Experiment,2026-02-03 17:43:10.334196,Algorithm_Experiment,2026-02-03 17:43:10.334196
5865,10641,C000233,3,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5866,10641,C000771,3,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5867,10641,C000841,1,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5867,11272,C000841,2,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5868,11272,C000970,3,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5869,11272,C001001,2,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5869,12395,C001001,1,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5870,12395,C001323,3,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5871,12395,C001472,3,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5872,12709,C001711,3,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5873,12709,C001981,3,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5874,12709,C002023,1,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5875,7741,C003011,4,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5875,9937,C003011,4,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5875,9943,C003011,4,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5875,10448,C003011,4,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5875,10693,C003011,4,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5875,10938,C003011,4,Algorithm_Experiment,2026-02-03 17:43:12.408791,Algorithm_Experiment,2026-02-03 17:43:12.408791
5876,7742,C000540,1,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5876,9938,C000540,1,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5877,7739,C000561,1,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5877,9267,C000561,1,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5877,10453,C000561,1,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5877,10878,C000561,1,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5877,11585,C000561,1,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5877,12603,C000561,1,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5877,12741,C000561,1,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5878,12781,C003011,4,Algorithm_Experiment,2026-02-03 17:43:17.123484,Algorithm_Experiment,2026-02-03 17:43:17.123484
5879,9944,C000912,1,Algorithm_Experiment,2026-02-03 17:43:18.790969,Algorithm_Experiment,2026-02-03 17:43:18.790969
5879,10449,C000912,1,Algorithm_Experiment,2026-02-03 17:43:18.790969,Algorithm_Experiment,2026-02-03 17:43:18.790969
5879,10694,C000912,1,Algorithm_Experiment,2026-02-03 17:43:18.790969,Algorithm_Experiment,2026-02-03 17:43:18.790969
5879,10939,C000912,1,Algorithm_Experiment,2026-02-03 17:43:18.790969,Algorithm_Experiment,2026-02-03 17:43:18.790969
5880,12782,C001140,1,Algorithm_Experiment,2026-02-03 17:43:18.790969,Algorithm_Experiment,2026-02-03 17:43:18.790969
5881,7785,C000052,2,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
5881,7792,C000052,1,Algorithm_Experiment,2026-02-03 17:43:20.109807,Algorithm_Experiment,2026-02-03 17:43:20.109807
