mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,16,16,(4;2;0),WS 1 (Port 1),30,140,140.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,16,16,WS 1 (Port 1),(1;0;1),142,217,217.0,30.0 + 15.0 + 30.0
3,1,target,36,36,(1;9;0),WS 1 (Port 2),50,180,180.0,30.0 + 60.0 + 30.0 + 10.0
4,1,return,36,36,WS 1 (Port 2),(1;0;0),188,263,263.0,30.0 + 15.0 + 30.0
5,2,target,44,44,(2;1;2),WS 1 (Port 3),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
6,2,return,44,44,WS 1 (Port 3),(0;2;4),118,198,198.0,30.0 + 20.0 + 30.0
7,2,target,47,47,(1;6;5),WS 1 (Port 1),223,338,338.0,30.0 + 45.0 + 30.0 + 10.0
8,0,return,47,47,WS 1 (Port 1),(0;2;3),342,422,422.0,30.0 + 20.0 + 30.0
9,1,target,79,79,(2;0;1),WS 1 (Port 2),268,358,358.0,30.0 + 20.0 + 30.0 + 10.0
10,1,return,79,79,WS 1 (Port 2),(0;2;2),372,452,452.0,30.0 + 20.0 + 30.0
