mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,78,56,(1;6;2),(0;0;5),35,130,130.0,30.0 + 35.0 + 30.0
2,1,target,56,56,(1;6;3),WS 1 (Port 1),65,180,180.0,30.0 + 45.0 + 30.0 + 10.0
3,0,return,56,56,WS 1 (Port 1),(0;0;4),184,254,254.0,30.0 + 10.0 + 30.0
4,2,target,58,58,(1;8;3),WS 1 (Port 2),45,170,170.0,30.0 + 55.0 + 30.0 + 10.0
5,1,return,58,58,WS 1 (Port 2),(0;0;3),178,284,284.0,30.0 + 46.0 + 30.0
6,2,target,59,59,(1;9;3),WS 1 (Port 1),220,350,350.0,30.0 + 60.0 + 30.0 + 10.0
7,0,return,59,59,WS 1 (Port 1),(0;0;2),358,428,428.0,30.0 + 10.0 + 30.0
8,1,target,61,61,(2;0;2),WS 1 (Port 2),294,384,384.0,30.0 + 20.0 + 30.0 + 10.0
9,1,return,61,61,WS 1 (Port 2),(0;0;1),392,462,462.0,30.0 + 10.0 + 30.0
10,2,target,67,67,(2;6;2),WS 1 (Port 1),390,510,510.0,30.0 + 50.0 + 30.0 + 10.0
11,0,return,67,67,WS 1 (Port 1),(0;0;0),518,588,588.0,30.0 + 10.0 + 30.0
12,1,target,71,71,(2;10;2),WS 1 (Port 1),522,662,662.0,30.0 + 70.0 + 30.0 + 10.0
13,0,return,71,71,WS 1 (Port 1),(0;1;5),670,745,745.0,30.0 + 15.0 + 30.0
14,2,target,72,72,(1;0;2),WS 1 (Port 2),515,600,600.0,30.0 + 15.0 + 30.0 + 10.0
15,1,return,72,72,WS 1 (Port 2),(0;1;4),652,775,775.0,30.0 + 63.0 + 30.0
16,2,target,73,73,(1;1;2),WS 1 (Port 2),610,700,700.0,30.0 + 20.0 + 30.0 + 10.0
17,2,return,73,73,WS 1 (Port 2),(0;1;3),708,805,805.0,30.0 + 37.0 + 30.0
