mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,27,49,(2;5;1),(0;0;7),35,130,130.0,30.0 + 35.0 + 30.0
2,1,target,49,49,(2;5;2),WS 1 (Port 1),65,180,180.0,30.0 + 45.0 + 30.0 + 10.0
3,0,return,49,49,WS 1 (Port 1),(0;0;6),188,258,258.0,30.0 + 10.0 + 30.0
4,2,reshuffle,14,36,(1;7;1),(0;0;5),40,288,288.0,30.0 + 188.0 + 30.0
5,1,target,36,36,(1;7;2),WS 1 (Port 1),220,340,340.0,30.0 + 50.0 + 30.0 + 10.0
6,0,return,36,36,WS 1 (Port 1),(0;0;4),348,418,418.0,30.0 + 10.0 + 30.0
7,1,reshuffle,18,40,(1;3;1),(0;0;3),360,448,448.0,30.0 + 28.0 + 30.0
8,2,target,40,40,(1;3;2),WS 1 (Port 1),390,490,490.0,30.0 + 30.0 + 30.0 + 10.0
9,0,return,40,40,WS 1 (Port 1),(0;0;2),498,568,568.0,30.0 + 10.0 + 30.0
10,1,reshuffle,22,44,(2;10;1),(0;0;1),508,628,628.0,30.0 + 60.0 + 30.0
11,2,target,44,44,(2;10;2),WS 1 (Port 1),550,690,690.0,30.0 + 70.0 + 30.0 + 10.0
12,0,return,44,44,WS 1 (Port 1),(0;0;0),698,768,768.0,30.0 + 10.0 + 30.0
13,1,target,32,32,(2;0;1),WS 1 (Port 2),638,728,728.0,30.0 + 20.0 + 30.0 + 10.0
14,1,return,32,32,WS 1 (Port 2),(0;1;7),740,815,815.0,30.0 + 15.0 + 30.0
15,2,reshuffle,25,47,(2;7;1),(0;1;6),735,845,845.0,30.0 + 50.0 + 30.0
16,0,target,47,47,(2;7;2),WS 1 (Port 1),813,938,938.0,30.0 + 55.0 + 30.0 + 10.0
17,0,return,47,47,WS 1 (Port 1),(0;1;5),946,1021,1021.0,30.0 + 15.0 + 30.0
