mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,3,3,(5;7;0),WS 1 (Port 1),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
2,0,return,3,3,WS 1 (Port 1),(0;0;7),216,286,286.0,30.0 + 10.0 + 30.0
3,1,target,12,12,(1;9;1),WS 2 (Port 1),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
4,1,return,12,12,WS 2 (Port 1),(0;0;6),209,316,316.0,30.0 + 47.0 + 30.0
5,2,target,1,1,(5;9;0),WS 1 (Port 2),70,220,220.0,30.0 + 80.0 + 30.0 + 10.0
6,2,return,1,1,WS 1 (Port 2),(0;0;5),228,346,346.0,30.0 + 58.0 + 30.0
7,0,target,5,5,(5;5;0),WS 1 (Port 1),336,466,466.0,30.0 + 60.0 + 30.0 + 10.0
8,0,return,5,5,WS 1 (Port 1),(0;0;4),482,552,552.0,30.0 + 10.0 + 30.0
9,1,target,8,8,(5;2;0),WS 1 (Port 2),351,466,466.0,30.0 + 45.0 + 30.0 + 10.0
10,1,return,8,8,WS 1 (Port 2),(0;0;3),482,582,582.0,30.0 + 40.0 + 30.0
