mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,23,23,(2;9;1),WS 1 (Port 1),55,190,190.0,30.0 + 65.0 + 30.0 + 10.0
2,0,return,23,23,WS 1 (Port 1),(0;0;7),194,264,264.0,30.0 + 10.0 + 30.0
3,1,target,158,158,(4;6;1),WS 1 (Port 2),50,180,180.0,30.0 + 60.0 + 30.0 + 10.0
4,1,return,158,158,WS 1 (Port 2),(0;0;6),188,294,294.0,30.0 + 46.0 + 30.0
5,2,target,160,160,(4;4;1),WS 1 (Port 3),40,160,160.0,30.0 + 50.0 + 30.0 + 10.0
6,2,return,160,160,WS 1 (Port 3),(0;0;5),168,324,324.0,30.0 + 96.0 + 30.0
7,0,target,161,161,(4;3;1),WS 1 (Port 1),299,414,414.0,30.0 + 45.0 + 30.0 + 10.0
8,0,return,161,161,WS 1 (Port 1),(0;0;4),422,492,492.0,30.0 + 10.0 + 30.0
9,1,target,164,164,(4;0;1),WS 1 (Port 2),314,414,414.0,30.0 + 30.0 + 30.0 + 10.0
10,1,return,164,164,WS 1 (Port 2),(0;0;3),422,522,522.0,30.0 + 40.0 + 30.0
11,2,target,162,162,(4;2;1),WS 1 (Port 1),354,464,464.0,30.0 + 40.0 + 30.0 + 10.0
12,2,return,162,162,WS 1 (Port 1),(0;0;2),472,552,552.0,30.0 + 20.0 + 30.0
13,0,target,163,163,(4;1;1),WS 1 (Port 1),517,622,622.0,30.0 + 35.0 + 30.0 + 10.0
14,0,return,163,163,WS 1 (Port 1),(0;0;1),630,700,700.0,30.0 + 10.0 + 30.0
