mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,183,0,(3;5;2),(0;2;4),40,130,130.0,30.0 + 30.0 + 30.0
2,1,reshuffle,98,0,(3;5;3),(0;2;3),70,160,160.0,30.0 + 30.0 + 30.0
3,2,reshuffle,224,0,(3;5;4),(0;2;2),100,190,190.0,30.0 + 30.0 + 30.0
4,0,target,0,0,(3;5;5),WS 1 (Port 1),160,280,280.0,30.0 + 50.0 + 30.0 + 10.0
5,0,return,0,0,WS 1 (Port 1),(1;0;1),286,361,361.0,30.0 + 15.0 + 30.0
6,1,reshuffle,134,1,(1;3;5),(0;2;1),170,240,240.0,30.0 + 10.0 + 30.0
7,2,target,1,1,(1;3;6),WS 1 (Port 2),200,300,300.0,30.0 + 30.0 + 30.0 + 10.0
8,1,return,1,1,WS 1 (Port 2),(1;0;0),302,391,391.0,30.0 + 29.0 + 30.0
9,2,reshuffle,134,8,(0;2;1),(0;3;2),310,375,375.0,30.0 + 5.0 + 30.0
10,0,reshuffle,224,8,(0;2;2),(0;3;1),376,441,441.0,30.0 + 5.0 + 30.0
11,1,reshuffle,98,8,(0;2;3),(0;3;0),406,471,471.0,30.0 + 5.0 + 30.0
12,2,reshuffle,183,8,(0;2;4),(0;6;6),436,516,516.0,30.0 + 20.0 + 30.0
13,0,reshuffle,302,8,(0;2;5),(0;6;5),466,546,546.0,30.0 + 20.0 + 30.0
14,1,target,8,8,(0;2;6),WS 1 (Port 1),496,586,586.0,30.0 + 20.0 + 30.0 + 10.0
15,0,return,8,8,WS 1 (Port 1),(0;2;6),594,674,674.0,30.0 + 20.0 + 30.0
16,1,reshuffle,150,24,(1;4;0),(0;2;5),611,704,704.0,30.0 + 33.0 + 30.0
17,2,reshuffle,35,24,(1;4;1),(0;2;4),641,734,734.0,30.0 + 33.0 + 30.0
18,0,target,24,24,(1;4;2),WS 1 (Port 1),689,794,794.0,30.0 + 35.0 + 30.0 + 10.0
19,0,return,24,24,WS 1 (Port 1),(0;2;3),798,878,878.0,30.0 + 20.0 + 30.0
