mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,161,161,(4;3;1),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,161,161,WS 1 (Port 1),(0;0;7),158,228,228.0,30.0 + 10.0 + 30.0
3,1,target,162,162,(4;2;1),WS 1 (Port 2),30,140,140.0,30.0 + 40.0 + 30.0 + 10.0
4,1,return,162,162,WS 1 (Port 2),(0;0;6),148,258,258.0,30.0 + 50.0 + 30.0
5,2,target,163,163,(4;1;1),WS 1 (Port 3),25,130,130.0,30.0 + 35.0 + 30.0 + 10.0
6,2,return,163,163,WS 1 (Port 3),(0;0;5),138,288,288.0,30.0 + 90.0 + 30.0
7,0,target,164,164,(4;0;1),WS 1 (Port 1),248,348,348.0,30.0 + 30.0 + 30.0 + 10.0
8,0,return,164,164,WS 1 (Port 1),(0;0;4),356,426,426.0,30.0 + 10.0 + 30.0
9,1,target,12,12,(1;9;1),WS 2 (Port 1),308,443,443.0,30.0 + 65.0 + 30.0 + 10.0
10,0,return,12,12,WS 2 (Port 1),(0;0;3),475,550,550.0,30.0 + 15.0 + 30.0
11,2,target,160,160,(4;4;1),WS 1 (Port 1),328,448,448.0,30.0 + 50.0 + 30.0 + 10.0
12,1,return,160,160,WS 1 (Port 1),(0;0;2),456,580,580.0,30.0 + 64.0 + 30.0
