mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,69,16,(2;8;2),(0;0;5),50,160,160.0,30.0 + 50.0 + 30.0
2,1,reshuffle,47,16,(2;8;3),(0;0;4),80,190,190.0,30.0 + 50.0 + 30.0
3,2,target,16,16,(2;8;4),WS 2 (Port 1),110,245,245.0,30.0 + 65.0 + 30.0 + 10.0
4,0,return,16,16,WS 2 (Port 1),(0;0;3),253,328,328.0,30.0 + 15.0 + 30.0
5,1,reshuffle,78,56,(1;6;2),(0;0;2),225,358,358.0,30.0 + 73.0 + 30.0
6,2,target,56,56,(1;6;3),WS 2 (Port 1),285,405,405.0,30.0 + 50.0 + 30.0 + 10.0
7,0,return,56,56,WS 2 (Port 1),(0;0;1),409,484,484.0,30.0 + 15.0 + 30.0
8,1,target,59,59,(1;9;3),WS 2 (Port 1),408,543,543.0,30.0 + 65.0 + 30.0 + 10.0
9,0,return,59,59,WS 2 (Port 1),(0;0;0),551,626,626.0,30.0 + 15.0 + 30.0
10,2,target,61,61,(2;0;2),WS 2 (Port 2),420,515,515.0,30.0 + 25.0 + 30.0 + 10.0
11,2,return,61,61,WS 2 (Port 2),(0;1;5),523,603,603.0,30.0 + 20.0 + 30.0
12,1,target,63,63,(2;2;2),WS 2 (Port 1),568,673,673.0,30.0 + 35.0 + 30.0 + 10.0
13,0,return,63,63,WS 2 (Port 1),(0;1;4),681,761,761.0,30.0 + 20.0 + 30.0
14,2,target,71,71,(2;10;2),WS 2 (Port 1),658,803,803.0,30.0 + 75.0 + 30.0 + 10.0
15,0,return,71,71,WS 2 (Port 1),(0;1;3),811,891,891.0,30.0 + 20.0 + 30.0
