mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,20,20,(1;1;1),WS 1 (Port 1),10,100,100.0,30.0 + 20.0 + 30.0 + 10.0
2,0,return,20,20,WS 1 (Port 1),(0;0;7),140,210,210.0,30.0 + 10.0 + 30.0
3,1,target,157,157,(4;7;1),WS 1 (Port 1),55,190,190.0,30.0 + 65.0 + 30.0 + 10.0
4,1,return,157,157,WS 1 (Port 1),(0;0;6),192,262,262.0,30.0 + 10.0 + 30.0
5,2,target,158,158,(4;6;1),WS 1 (Port 2),50,180,180.0,30.0 + 60.0 + 30.0 + 10.0
6,0,return,158,158,WS 1 (Port 2),(0;0;5),220,292,292.0,30.0 + 12.0 + 30.0
7,2,target,159,159,(4;5;1),WS 1 (Port 1),225,350,350.0,30.0 + 55.0 + 30.0 + 10.0
8,0,return,159,159,WS 1 (Port 1),(0;0;4),358,428,428.0,30.0 + 10.0 + 30.0
9,1,target,160,160,(4;4;1),WS 1 (Port 1),302,422,422.0,30.0 + 50.0 + 30.0 + 10.0
10,1,return,160,160,WS 1 (Port 1),(0;0;3),430,500,500.0,30.0 + 10.0 + 30.0
11,2,target,161,161,(4;3;1),WS 1 (Port 1),385,500,500.0,30.0 + 45.0 + 30.0 + 10.0
12,0,return,161,161,WS 1 (Port 1),(0;0;2),504,574,574.0,30.0 + 10.0 + 30.0
