mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,30,118,(2;2;1),(0;0;7),20,100,100.0,30.0 + 20.0 + 30.0
2,1,reshuffle,52,118,(2;2;2),(0;0;6),50,130,130.0,30.0 + 20.0 + 30.0
3,2,reshuffle,74,118,(2;2;3),(0;0;5),80,160,160.0,30.0 + 20.0 + 30.0
4,0,reshuffle,96,118,(2;2;4),(0;0;4),120,200,200.0,30.0 + 20.0 + 30.0
5,1,target,118,118,(2;2;5),WS 2 (Port 1),150,255,255.0,30.0 + 35.0 + 30.0 + 10.0
6,0,return,118,118,WS 2 (Port 1),(0;0;3),267,342,342.0,30.0 + 15.0 + 30.0
7,2,target,152,152,(3;1;1),WS 2 (Port 2),180,285,285.0,30.0 + 35.0 + 30.0 + 10.0
8,1,return,152,152,WS 2 (Port 2),(0;0;2),309,384,384.0,30.0 + 15.0 + 30.0
9,2,reshuffle,17,105,(1;4;1),(0;0;1),315,414,414.0,30.0 + 39.0 + 30.0
10,0,reshuffle,39,105,(1;4;2),(0;0;0),367,452,452.0,30.0 + 25.0 + 30.0
11,1,reshuffle,61,105,(1;4;3),(0;1;7),409,489,489.0,30.0 + 20.0 + 30.0
12,2,reshuffle,83,105,(1;4;4),(0;1;6),439,519,519.0,30.0 + 20.0 + 30.0
13,0,target,105,105,(1;4;5),WS 2 (Port 1),477,587,587.0,30.0 + 40.0 + 30.0 + 10.0
14,0,return,105,105,WS 2 (Port 1),(0;1;5),593,673,673.0,30.0 + 20.0 + 30.0
15,1,reshuffle,25,135,(2;7;1),(0;1;4),529,703,703.0,30.0 + 114.0 + 30.0
16,2,reshuffle,47,135,(2;7;2),(0;1;3),559,733,733.0,30.0 + 114.0 + 30.0
17,0,reshuffle,69,135,(2;7;3),(0;1;2),713,813,813.0,30.0 + 40.0 + 30.0
18,1,reshuffle,91,135,(2;7;4),(0;1;1),743,843,843.0,30.0 + 40.0 + 30.0
19,2,reshuffle,113,135,(2;7;5),(0;1;0),773,873,873.0,30.0 + 40.0 + 30.0
20,0,target,135,135,(2;7;6),WS 2 (Port 1),853,983,983.0,30.0 + 60.0 + 30.0 + 10.0
21,0,return,135,135,WS 2 (Port 1),(1;0;0),995,1075,1075.0,30.0 + 20.0 + 30.0
22,1,target,3,3,(5;7;0),WS 2 (Port 1),898,1043,1043.0,30.0 + 75.0 + 30.0 + 10.0
23,1,return,3,3,WS 2 (Port 1),(0;2;7),1045,1130,1130.0,30.0 + 25.0 + 30.0
24,2,target,12,12,(1;9;1),WS 2 (Port 2),918,1053,1053.0,30.0 + 65.0 + 30.0 + 10.0
25,2,return,12,12,WS 2 (Port 2),(0;2;6),1055,1160,1160.0,30.0 + 45.0 + 30.0
26,0,reshuffle,31,119,(2;1;1),(0;2;5),1085,1190,1190.0,30.0 + 45.0 + 30.0
27,1,reshuffle,53,119,(2;1;2),(0;2;4),1145,1220,1220.0,30.0 + 15.0 + 30.0
28,2,reshuffle,75,119,(2;1;3),(0;2;3),1175,1250,1250.0,30.0 + 15.0 + 30.0
29,0,reshuffle,97,119,(2;1;4),(0;2;2),1205,1280,1280.0,30.0 + 15.0 + 30.0
30,1,target,119,119,(2;1;5),WS 2 (Port 1),1235,1335,1335.0,30.0 + 30.0 + 30.0 + 10.0
31,0,return,119,119,WS 2 (Port 1),(0;2;1),1345,1430,1430.0,30.0 + 25.0 + 30.0
