mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,13,79,(1;8;1),(0;0;7),45,150,150.0,30.0 + 45.0 + 30.0
2,1,reshuffle,35,79,(1;8;2),(0;0;6),75,180,180.0,30.0 + 45.0 + 30.0
3,2,reshuffle,57,79,(1;8;3),(0;0;5),105,210,210.0,30.0 + 45.0 + 30.0
4,0,target,79,79,(1;8;4),WS 2 (Port 1),195,325,325.0,30.0 + 60.0 + 30.0 + 10.0
5,0,return,79,79,WS 2 (Port 1),(0;0;4),347,422,422.0,30.0 + 15.0 + 30.0
6,1,target,5,5,(5;5;0),WS 2 (Port 2),230,365,365.0,30.0 + 65.0 + 30.0 + 10.0
7,1,return,5,5,WS 2 (Port 2),(0;0;3),373,452,452.0,30.0 + 19.0 + 30.0
8,2,target,18,18,(1;3;1),WS 2 (Port 3),230,335,335.0,30.0 + 35.0 + 30.0 + 10.0
9,2,return,18,18,WS 2 (Port 3),(0;0;2),339,482,482.0,30.0 + 83.0 + 30.0
10,0,target,19,19,(1;2;1),WS 2 (Port 1),437,537,537.0,30.0 + 30.0 + 30.0 + 10.0
11,0,return,19,19,WS 2 (Port 1),(0;0;1),541,616,616.0,30.0 + 15.0 + 30.0
12,1,target,22,22,(2;10;1),WS 2 (Port 1),512,657,657.0,30.0 + 75.0 + 30.0 + 10.0
13,0,return,22,22,WS 2 (Port 1),(0;0;0),665,740,740.0,30.0 + 15.0 + 30.0
