mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,386,75,(1;2;4),(0;2;4),15,80,80.0,30.0 + 5.0 + 30.0
2,1,reshuffle,186,75,(1;2;5),(0;2;3),45,110,110.0,30.0 + 5.0 + 30.0
3,2,reshuffle,395,75,(1;2;6),(0;2;2),75,140,140.0,30.0 + 5.0 + 30.0
4,0,target,75,75,(1;2;7),WS 1 (Port 1),105,200,200.0,30.0 + 25.0 + 30.0 + 10.0
5,0,return,75,75,WS 1 (Port 1),(1;0;1),202,277,277.0,30.0 + 15.0 + 30.0
6,1,reshuffle,57,181,(4;7;1),(0;2;1),155,260,260.0,30.0 + 45.0 + 30.0
7,2,reshuffle,359,181,(4;7;2),(0;2;0),185,290,290.0,30.0 + 45.0 + 30.0
8,1,reshuffle,355,181,(4;7;3),(0;3;2),305,405,405.0,30.0 + 40.0 + 30.0
9,0,target,181,181,(4;7;4),WS 1 (Port 1),335,470,470.0,30.0 + 65.0 + 30.0 + 10.0
10,0,return,181,181,WS 1 (Port 1),(1;0;0),486,561,561.0,30.0 + 15.0 + 30.0
11,2,reshuffle,36,182,(1;9;0),(0;3;1),330,435,435.0,30.0 + 45.0 + 30.0
12,1,reshuffle,95,182,(1;9;1),(0;3;0),440,535,535.0,30.0 + 35.0 + 30.0
13,2,reshuffle,121,182,(1;9;2),(0;6;6),470,550,550.0,30.0 + 20.0 + 30.0
14,1,reshuffle,320,182,(1;9;3),(0;6;5),570,650,650.0,30.0 + 20.0 + 30.0
15,2,target,182,182,(1;9;4),WS 1 (Port 1),600,730,730.0,30.0 + 60.0 + 30.0 + 10.0
16,0,return,182,182,WS 1 (Port 1),(1;1;2),746,826,826.0,30.0 + 20.0 + 30.0
17,1,target,183,183,(3;5;2),WS 1 (Port 1),670,790,790.0,30.0 + 50.0 + 30.0 + 10.0
18,1,return,183,183,WS 1 (Port 1),(1;1;1),794,874,874.0,30.0 + 20.0 + 30.0
