mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,24,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,reshuffle,35,24,(1;4;1),(0;2;3),55,130,130.0,30.0 + 15.0 + 30.0
3,2,target,24,24,(1;4;2),WS 2 (Port 1),85,195,195.0,30.0 + 40.0 + 30.0 + 10.0
4,0,return,24,24,WS 2 (Port 1),(1;0;1),197,277,277.0,30.0 + 20.0 + 30.0
5,1,reshuffle,87,10,(4;3;0),(0;2;2),155,240,240.0,30.0 + 25.0 + 30.0
6,2,reshuffle,204,10,(4;3;1),(0;2;1),235,320,320.0,30.0 + 25.0 + 30.0
7,1,reshuffle,197,10,(4;3;2),(0;2;0),265,350,350.0,30.0 + 25.0 + 30.0
8,0,reshuffle,80,10,(4;3;3),(0;3;2),307,387,387.0,30.0 + 20.0 + 30.0
9,2,reshuffle,253,10,(4;3;4),(0;3;1),345,425,425.0,30.0 + 20.0 + 30.0
10,1,reshuffle,113,10,(4;3;5),(0;3;0),375,455,455.0,30.0 + 20.0 + 30.0
11,0,target,10,10,(4;3;6),WS 2 (Port 1),407,527,527.0,30.0 + 50.0 + 30.0 + 10.0
12,0,return,10,10,WS 2 (Port 1),(1;0;0),551,631,631.0,30.0 + 20.0 + 30.0
13,2,reshuffle,3,11,(2;5;2),(0;6;6),445,520,520.0,30.0 + 15.0 + 30.0
14,1,reshuffle,361,11,(2;5;3),(0;6;5),475,550,550.0,30.0 + 15.0 + 30.0
15,2,reshuffle,42,11,(2;5;4),(0;6;4),535,610,610.0,30.0 + 15.0 + 30.0
16,1,target,11,11,(2;5;5),WS 2 (Port 1),565,685,685.0,30.0 + 50.0 + 30.0 + 10.0
17,0,return,11,11,WS 2 (Port 1),(1;1;2),697,782,782.0,30.0 + 25.0 + 30.0
18,2,reshuffle,83,32,(2;6;1),(0;6;3),620,690,690.0,30.0 + 10.0 + 30.0
19,2,target,32,32,(2;6;2),WS 2 (Port 1),700,825,825.0,30.0 + 55.0 + 30.0 + 10.0
20,0,return,32,32,WS 2 (Port 1),(1;1;1),829,914,914.0,30.0 + 25.0 + 30.0
21,1,target,193,193,(1;5;0),WS 2 (Port 2),720,835,835.0,30.0 + 45.0 + 30.0 + 10.0
22,1,return,193,193,WS 2 (Port 2),(1;1;0),891,976,976.0,30.0 + 25.0 + 30.0
