mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,46,191,(5;9;4),(0;2;4),70,190,190.0,30.0 + 60.0 + 30.0
2,1,reshuffle,261,191,(5;9;5),(0;2;3),100,220,220.0,30.0 + 60.0 + 30.0
3,2,target,191,191,(5;9;6),WS 1 (Port 1),130,280,280.0,30.0 + 80.0 + 30.0 + 10.0
4,0,return,191,191,WS 1 (Port 1),(1;0;1),282,357,357.0,30.0 + 15.0 + 30.0
5,1,target,193,193,(1;5;0),WS 1 (Port 1),240,350,350.0,30.0 + 40.0 + 30.0 + 10.0
6,0,return,193,193,WS 1 (Port 1),(1;0;0),438,513,513.0,30.0 + 15.0 + 30.0
7,2,target,3,3,(2;5;2),WS 1 (Port 2),315,430,430.0,30.0 + 45.0 + 30.0 + 10.0
8,1,return,3,3,WS 1 (Port 2),(0;2;2),436,516,516.0,30.0 + 20.0 + 30.0
9,2,target,27,27,(5;3;0),WS 1 (Port 1),470,590,590.0,30.0 + 50.0 + 30.0 + 10.0
10,0,return,27,27,WS 1 (Port 1),(0;2;1),594,674,674.0,30.0 + 20.0 + 30.0
11,1,target,16,16,(4;2;0),WS 1 (Port 1),536,646,646.0,30.0 + 40.0 + 30.0 + 10.0
12,1,return,16,16,WS 1 (Port 1),(0;2;0),654,734,734.0,30.0 + 20.0 + 30.0
