mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,30,118,(2;2;1),(0;0;7),20,100,100.0,30.0 + 20.0 + 30.0
2,1,reshuffle,52,118,(2;2;2),(0;0;6),50,130,130.0,30.0 + 20.0 + 30.0
3,2,reshuffle,74,118,(2;2;3),(0;0;5),80,160,160.0,30.0 + 20.0 + 30.0
4,0,reshuffle,96,118,(2;2;4),(0;0;4),120,200,200.0,30.0 + 20.0 + 30.0
5,1,target,118,118,(2;2;5),WS 1 (Port 1),150,250,250.0,30.0 + 30.0 + 30.0 + 10.0
6,0,return,118,118,WS 1 (Port 1),(0;0;3),262,332,332.0,30.0 + 10.0 + 30.0
7,1,reshuffle,17,105,(1;4;1),(0;0;2),275,362,362.0,30.0 + 27.0 + 30.0
8,2,reshuffle,39,105,(1;4;2),(0;0;1),305,392,392.0,30.0 + 27.0 + 30.0
9,0,reshuffle,61,105,(1;4;3),(0;0;0),357,442,442.0,30.0 + 25.0 + 30.0
10,1,reshuffle,83,105,(1;4;4),(0;1;7),387,467,467.0,30.0 + 20.0 + 30.0
11,2,target,105,105,(1;4;5),WS 1 (Port 1),417,522,522.0,30.0 + 35.0 + 30.0 + 10.0
12,0,return,105,105,WS 1 (Port 1),(0;1;6),526,601,601.0,30.0 + 15.0 + 30.0
13,1,reshuffle,7,172,(5;3;0),(0;1;5),502,631,631.0,30.0 + 69.0 + 30.0
14,2,target,172,172,(5;3;1),WS 1 (Port 1),562,682,682.0,30.0 + 50.0 + 30.0 + 10.0
15,0,return,172,172,WS 1 (Port 1),(0;1;4),922,997,997.0,30.0 + 15.0 + 30.0
