mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,36,36,(1;9;0),WS 2 (Port 1),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
2,0,return,36,36,WS 2 (Port 1),(1;0;1),193,273,273.0,30.0 + 20.0 + 30.0
3,1,target,13,13,(3;0;0),WS 1 (Port 1),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
4,1,return,13,13,WS 1 (Port 1),(1;0;0),138,303,303.0,30.0 + 105.0 + 30.0
5,2,target,40,40,(1;1;3),WS 2 (Port 2),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
6,2,return,40,40,WS 2 (Port 2),(0;2;4),113,198,198.0,30.0 + 25.0 + 30.0
7,2,target,44,44,(2;1;2),WS 2 (Port 1),213,313,313.0,30.0 + 30.0 + 30.0 + 10.0
8,0,return,44,44,WS 2 (Port 1),(0;2;3),319,404,404.0,30.0 + 25.0 + 30.0
9,1,target,172,172,(2;7;1),WS 2 (Port 1),343,473,473.0,30.0 + 60.0 + 30.0 + 10.0
10,0,return,172,172,WS 2 (Port 1),(0;2;2),713,798,798.0,30.0 + 25.0 + 30.0
