mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,193,230,(1;5;0),(0;2;4),30,110,110.0,30.0 + 20.0 + 30.0
2,1,reshuffle,58,230,(1;5;1),(0;2;3),60,140,140.0,30.0 + 20.0 + 30.0
3,2,reshuffle,208,230,(1;5;2),(0;2;2),90,170,170.0,30.0 + 20.0 + 30.0
4,0,reshuffle,391,230,(1;5;3),(0;2;1),130,210,210.0,30.0 + 20.0 + 30.0
5,1,target,230,230,(1;5;4),WS 2 (Port 1),160,275,275.0,30.0 + 45.0 + 30.0 + 10.0
6,0,return,230,230,WS 2 (Port 1),(1;0;1),305,385,385.0,30.0 + 20.0 + 30.0
7,2,target,101,101,(1;8;1),WS 2 (Port 2),205,335,335.0,30.0 + 60.0 + 30.0 + 10.0
8,1,return,101,101,WS 2 (Port 2),(1;0;0),353,433,433.0,30.0 + 20.0 + 30.0
9,2,reshuffle,214,267,(4;8;2),(0;2;0),400,510,510.0,30.0 + 50.0 + 30.0
10,0,target,267,267,(4;8;3),WS 2 (Port 1),440,585,585.0,30.0 + 75.0 + 30.0 + 10.0
11,0,return,267,267,WS 2 (Port 1),(1;1;2),603,688,688.0,30.0 + 25.0 + 30.0
12,1,reshuffle,327,269,(3;6;0),(0;3;2),473,563,563.0,30.0 + 30.0 + 30.0
13,2,reshuffle,76,269,(3;6;1),(0;3;1),545,635,635.0,30.0 + 30.0 + 30.0
14,1,target,269,269,(3;6;2),WS 2 (Port 1),593,723,723.0,30.0 + 60.0 + 30.0 + 10.0
15,0,return,269,269,WS 2 (Port 1),(1;1;1),741,826,826.0,30.0 + 25.0 + 30.0
16,2,reshuffle,368,291,(2;2;0),(0;3;0),650,725,725.0,30.0 + 15.0 + 30.0
17,2,reshuffle,73,291,(2;2;1),(0;6;6),740,830,830.0,30.0 + 30.0 + 30.0
18,1,reshuffle,247,291,(2;2;2),(0;6;5),770,860,860.0,30.0 + 30.0 + 30.0
19,0,target,291,291,(2;2;3),WS 2 (Port 1),836,941,941.0,30.0 + 35.0 + 30.0 + 10.0
20,0,return,291,291,WS 2 (Port 1),(1;1;0),945,1030,1030.0,30.0 + 25.0 + 30.0
21,2,reshuffle,308,366,(5;8;2),(0;6;4),865,960,960.0,30.0 + 35.0 + 30.0
22,1,target,366,366,(5;8;3),WS 2 (Port 1),895,1045,1045.0,30.0 + 80.0 + 30.0 + 10.0
23,0,return,366,366,WS 2 (Port 1),(2;0;0),1063,1148,1148.0,30.0 + 25.0 + 30.0
24,2,target,374,374,(5;5;2),WS 2 (Port 1),990,1125,1125.0,30.0 + 65.0 + 30.0 + 10.0
25,1,return,374,374,WS 2 (Port 1),(1;2;3),1143,1233,1233.0,30.0 + 30.0 + 30.0
